gloss,prop_know
buy,0.3288135593220339
if,0.535593220338983
before,0.29152542372881357
take,0.6406779661016949
did,0.6474576271186441
rest,0.21016949152542372
sit,0.4440677966101695
broke,0.2745762711864407
sure,0.26101694915254237
play,0.5525423728813559
shirt,0.22033898305084745
cookies,0.23728813559322035
dinner,0.23728813559322035
game,0.26440677966101694
went,0.6677966101694915
guy,0.28135593220338984
under,0.2745762711864407
as,0.25084745762711863
doesn't,0.45084745762711864
door,0.5050847457627119
holding,0.23728813559322035
little,0.7694915254237288
side,0.36610169491525424
work,0.31864406779661014
enough,0.3050847457627119
please,0.3254237288135593
shoot,0.23389830508474577
tried,0.2576271186440678
feel,0.20677966101694914
orange,0.24745762711864408
black,0.2677966101694915
stay,0.48135593220338985
sky,0.22033898305084745
are,0.7932203389830509
apple,0.20677966101694914
teeth,0.22372881355932203
jump,0.29491525423728815
eyes,0.27796610169491526
caught,0.27796610169491526
ran,0.3050847457627119
mean,0.39322033898305087
school,0.38305084745762713
hurt,0.3016949152542373
looks,0.4
again,0.5694915254237288
baby,0.4440677966101695
really,0.33220338983050846
hello,0.24745762711864408
okay,0.6949152542372882
wasn't,0.2983050847457627
piece,0.29491525423728815
wrong,0.25084745762711863
chair,0.36610169491525424
pick,0.3050847457627119
away,0.5796610169491525
lady,0.2983050847457627
called,0.2745762711864407
e,0.21694915254237288
else,0.3593220338983051
green,0.31186440677966104
fire,0.21694915254237288
Mommy,0.3220338983050847
comes,0.4101694915254237
close,0.3288135593220339
oh,0.6983050847457627
tape,0.23728813559322035
mommy,0.423728813559322
m,0.2271186440677966
looking,0.43389830508474575
finished,0.2440677966101695
both,0.23728813559322035
until,0.26440677966101694
dad,0.20677966101694914
making,0.3220338983050847
different,0.2542372881355932
do,0.7593220338983051
love,0.2305084745762712
I'll,0.535593220338983
pants,0.2135593220338983
would,0.4
his,0.7457627118644068
thought,0.31186440677966104
clean,0.2305084745762712
end,0.2983050847457627
walk,0.27796610169491526
saying,0.23728813559322035
wanna,0.5186440677966102
wouldn't,0.21016949152542372
was,0.7389830508474576
air,0.26101694915254237
use,0.3254237288135593
who,0.488135593220339
every,0.288135593220339
oo,0.22033898305084745
behind,0.31186440677966104
o,0.23728813559322035
make,0.5796610169491525
cause,0.23389830508474577
throw,0.2440677966101695
ball,0.3016949152542373
your,0.5423728813559322
has,0.5186440677966102
slide,0.20677966101694914
fast,0.29152542372881357
hat,0.3389830508474576
maybe,0.36610169491525424
into,0.49491525423728816
feet,0.24067796610169492
gone,0.31864406779661014
these,0.6677966101694915
mother,0.29491525423728815
mom,0.3288135593220339
took,0.423728813559322
lot,0.3050847457627119
one's,0.2305084745762712
stairs,0.24067796610169492
seven,0.29152542372881357
