"","file","words"
"92","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","prandaj"
"93","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dy"
"94","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","këto"
"95","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jam"
"96","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","qoftë"
"97","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","na"
"98","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bijve"
"99","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tuaj"
"100","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vend"
"101","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","parë"
"102","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pra"
"103","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shtëpinë"
"104","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sipas"
"105","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","midis"
"106","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","asnjë"
"107","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tani"
"108","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ku"
"109","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mua"
"110","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ky"
"111","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mirë"
"112","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","yt"
"113","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ato"
"114","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tënde"
"115","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ty"
"116","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bashkë"
"117","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kjo"
"118","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kishin"
"119","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kush"
"120","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","qenë"
"121","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","njeri"
"122","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","time"
"123","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sa"
"124","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vet"
"125","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zot"
"126","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bëj"
"127","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përgjigj"
"128","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ditën"
"129","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zotin"
"130","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","populli"
"131","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tjetër"
"132","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjë"
"133","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","judës"
"134","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mia"
"135","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","duhet"
"136","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","njerëzit"
"137","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tek"
"138","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jezusi"
"139","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ose"
"140","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","keni"
"141","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tju"
"142","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sytë"
"143","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bëri"
"144","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","duart"
"145","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","madhe"
"146","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjëra"
"147","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","njeriu"
"148","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pas"
"149","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mes"
"150","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ime"
"151","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","madh"
"152","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rast"
"153","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shtatë"
"154","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vetëm"
"155","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","teje"
"156","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","popullit"
"157","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","je"
"158","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","anë"
"159","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","këta"
"160","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","le"
"161","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dhënë"
"162","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","davidi"
"163","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ndërsa"
"164","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shenjtë"
"165","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","atij"
"166","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","marrë"
"167","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mori"
"168","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jote"
"169","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shkak"
"170","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mijë"
"171","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","thanë"
"172","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ia"
"173","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vendi"
"174","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","meje"
"175","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mi"
"176","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shtëpisë"
"177","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dha"
"178","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","disa"
"179","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","aty"
"180","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jo"
"181","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mbret"
"182","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pranë"
"183","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tuaja"
"184","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dorë"
"185","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","frikë"
"186","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","moisiu"
"187","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jeruzalem"
"188","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","çfarë"
"189","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","birit"
"190","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","njerëz"
"191","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","biri"
"192","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","perëndinë"
"193","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vërtetë"
"194","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ketë"
"195","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","qëllim"
"196","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pse"
"197","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjatë"
"198","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tonë"
"199","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","atit"
"200","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","tokë"
"201","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ati"
"202","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","nëpër"
"203","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","njerëzve"
"204","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","përsëri"
"205","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","davidit"
"206","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","siç"
"207","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","rreth"
"208","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kemi"
"209","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","emrin"
"210","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vallë"
"211","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","popullin"
"212","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjërat"
"213","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","egjiptit"
"214","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","fjalë"
"215","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","perëndi"
"216","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","juaj"
"217","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jush"
"218","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","gjithashtu"
"219","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","fjalët"
"220","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","moisiut"
"221","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kësaj"
"222","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sot"
"223","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","them"
"224","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bën"
"225","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vete"
"226","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vetë"
"227","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","atje"
"228","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","derisa"
"229","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","cilit"
"230","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mënyrë"
"231","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jeni"
"232","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shkoi"
"233","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","erdhi"
"234","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vendit"
"235","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jenë"
"236","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","mbasi"
"237","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dorën"
"238","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","sate"
"239","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","shtëpi"
"240","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","drejtë"
"241","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","bëjë"
"242","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","foli"
"243","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vëllezërit"
"244","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","asgjë"
"245","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","pesë"
"246","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","qytet"
"247","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","njëzet"
"248","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jashtë"
"249","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zjarr"
"250","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","apo"
"251","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","secili"
"252","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","birin"
"253","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","fjala"
"254","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ushtrive"
"255","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","akoma"
"256","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","lindi"
"257","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vijë"
"258","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dërgoi"
"259","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dalë"
"260","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","kohë"
"261","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","doli"
"262","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","dëgjuar"
"263","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zemra"
"264","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","ari"
"265","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","cilin"
"266","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","zemër"
"267","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","herë"
"268","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","jap"
"269","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","vënë"
"270","/Volumes/wilbur_the_great/density_models//bible_albanian_7_biblecom_chap_ac.txt.model","nën"
